epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,3407.69,0.45514,0.27836,0.90207,0.99635,1,0.995,0.90276,0.52116,0.24087,0.91116,0.000226497,0.000226497,0.000226497
87,3449.23,0.44988,0.27548,0.89771,0.99664,1,0.995,0.88874,0.51753,0.24343,0.90909,0.000212349,0.000212349,0.000212349
88,3493.25,0.44265,0.27991,0.89857,0.99675,1,0.995,0.90221,0.511,0.23534,0.90437,0.000198202,0.000198202,0.000198202
89,3531.46,0.43393,0.26266,0.89355,0.99632,1,0.995,0.89095,0.52776,0.24037,0.92912,0.000184055,0.000184055,0.000184055
90,3570.46,0.43464,0.26103,0.88925,0.99657,1,0.995,0.89865,0.50068,0.24038,0.9075,0.000169908,0.000169908,0.000169908
91,3614.37,0.3726,0.20278,0.83152,0.9961,1,0.995,0.89334,0.51689,0.2396,0.92136,0.000155761,0.000155761,0.000155761
92,3653.95,0.37233,0.19664,0.82551,0.99611,1,0.995,0.88832,0.52775,0.24095,0.92241,0.000141614,0.000141614,0.000141614
93,3694.65,0.36274,0.19337,0.82402,0.99637,1,0.995,0.87516,0.5396,0.24679,0.93447,0.000127467,0.000127467,0.000127467
94,3732.09,0.35709,0.19257,0.82583,0.99588,1,0.995,0.89146,0.54063,0.23665,0.93108,0.00011332,0.00011332,0.00011332
95,3770.75,0.34996,0.18684,0.81998,0.99544,1,0.995,0.88311,0.54457,0.24067,0.93575,9.91726e-05,9.91726e-05,9.91726e-05
96,3808.88,0.35049,0.18532,0.82229,0.99588,1,0.995,0.89576,0.52841,0.24118,0.92361,8.50255e-05,8.50255e-05,8.50255e-05
97,3847.28,0.34487,0.1838,0.82509,0.99563,1,0.995,0.8883,0.53408,0.2417,0.92647,7.08784e-05,7.08784e-05,7.08784e-05
98,3885.09,0.33951,0.17897,0.8247,0.99582,1,0.995,0.88939,0.53201,0.23944,0.92383,5.67313e-05,5.67313e-05,5.67313e-05
99,3926.19,0.33481,0.17875,0.82432,0.99592,1,0.995,0.89308,0.53067,0.23755,0.92257,4.25842e-05,4.25842e-05,4.25842e-05
100,3964.43,0.33061,0.17424,0.81408,0.99603,1,0.995,0.89804,0.52817,0.23414,0.92246,2.84371e-05,2.84371e-05,2.84371e-05
