epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,958.288,0.51219,0.36088,0.94763,0.97865,0.99048,0.99447,0.89253,0.48219,0.23906,0.89925,0.000396262,0.000396262,0.000396262
75,971.099,0.50402,0.35491,0.9349,0.98496,0.98313,0.99481,0.8936,0.47034,0.23811,0.89787,0.000382115,0.000382115,0.000382115
76,983.942,0.50342,0.33773,0.94579,0.95304,0.99048,0.99177,0.89396,0.47577,0.26124,0.90583,0.000367967,0.000367967,0.000367967
77,996.734,0.50225,0.35576,0.94341,0.9742,0.97143,0.99125,0.89546,0.4733,0.25269,0.89215,0.00035382,0.00035382,0.00035382
78,1009.59,0.49715,0.35739,0.94083,0.99405,0.97565,0.99432,0.89102,0.46095,0.23839,0.89701,0.000339673,0.000339673,0.000339673
79,1022.42,0.48417,0.33421,0.93705,0.99154,0.97977,0.99447,0.88742,0.47533,0.24577,0.90267,0.000325526,0.000325526,0.000325526
80,1035.31,0.49145,0.3366,0.94039,0.98238,0.99048,0.99447,0.89408,0.4747,0.23234,0.89875,0.000311379,0.000311379,0.000311379
81,1048.04,0.48616,0.33418,0.94231,0.98317,0.99048,0.99447,0.90209,0.47769,0.23474,0.9019,0.000297232,0.000297232,0.000297232
82,1060.89,0.47938,0.32426,0.94194,0.98229,0.99048,0.99402,0.89983,0.4679,0.22429,0.89644,0.000283085,0.000283085,0.000283085
83,1073.66,0.48567,0.34295,0.93529,0.97928,0.99048,0.99403,0.89834,0.47194,0.23124,0.90296,0.000268938,0.000268938,0.000268938
84,1086.47,0.48525,0.32364,0.93514,0.96297,0.99048,0.99191,0.89678,0.46339,0.25239,0.89751,0.000254791,0.000254791,0.000254791
85,1099.28,0.47674,0.33145,0.92759,0.96169,0.99048,0.99321,0.9083,0.47654,0.23352,0.8985,0.000240644,0.000240644,0.000240644
86,1112.33,0.49892,0.33363,0.94225,0.98023,0.97594,0.99347,0.8945,0.4931,0.23213,0.8988,0.000226497,0.000226497,0.000226497
87,1125.15,0.48834,0.32796,0.94265,0.98229,0.99048,0.99432,0.89912,0.47099,0.22763,0.89632,0.000212349,0.000212349,0.000212349
88,1137.96,0.47829,0.32541,0.92936,0.9935,0.98992,0.99481,0.90063,0.45491,0.22015,0.89526,0.000198202,0.000198202,0.000198202
89,1150.79,0.4631,0.31183,0.93318,0.99266,0.987,0.99432,0.90051,0.46722,0.2245,0.90009,0.000184055,0.000184055,0.000184055
90,1163.63,0.46693,0.31804,0.93509,0.98508,0.99086,0.995,0.89383,0.47068,0.22123,0.90056,0.000169908,0.000169908,0.000169908
91,1178.47,0.45549,0.23015,0.91881,0.99034,0.99048,0.99464,0.90141,0.46677,0.2292,0.89885,0.000155761,0.000155761,0.000155761
92,1191.42,0.44896,0.22649,0.92126,0.98258,0.99048,0.99464,0.89638,0.4697,0.2286,0.89767,0.000141614,0.000141614,0.000141614
93,1204.19,0.45025,0.22115,0.9092,0.981,0.99048,0.99481,0.89868,0.47204,0.22801,0.89186,0.000127467,0.000127467,0.000127467
94,1217.01,0.44634,0.22352,0.91327,0.98165,0.99048,0.99464,0.90632,0.4615,0.22764,0.89389,0.00011332,0.00011332,0.00011332
95,1229.79,0.43967,0.21416,0.91186,0.98025,0.99093,0.995,0.89992,0.45538,0.23029,0.89273,9.91726e-05,9.91726e-05,9.91726e-05
96,1242.6,0.4401,0.22056,0.91197,0.98183,0.99114,0.995,0.90016,0.45596,0.2118,0.89714,8.50255e-05,8.50255e-05,8.50255e-05
97,1255.36,0.43178,0.21138,0.91295,0.9761,0.99101,0.995,0.9004,0.44896,0.22447,0.89274,7.08784e-05,7.08784e-05,7.08784e-05
98,1268.16,0.42916,0.21334,0.90689,0.98025,0.99048,0.99447,0.90088,0.4527,0.22179,0.89563,5.67313e-05,5.67313e-05,5.67313e-05
99,1280.96,0.42621,0.2091,0.91191,0.9798,0.99106,0.995,0.9016,0.45384,0.22109,0.89436,4.25842e-05,4.25842e-05,4.25842e-05
100,1293.76,0.42313,0.20592,0.90564,0.98122,0.9911,0.995,0.90257,0.45478,0.21731,0.89652,2.84371e-05,2.84371e-05,2.84371e-05
